floy_id,species,mussel_id,X4.28.2017,X4.29.2017,X4.30.2017,X8.1.2017,X8.2.2017,X8.3.2017,X11.10.2017,X11.11.2017,X11.12.2017,X4.20.2018,X4.21.2018,X4.22.2018,X8.10.2018,X8.11.2018,X8.12.2018
Y313,QUHO,Y313-QUHO,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Y314,QUHO,Y314-QUHO,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Y315,QUHO,Y315-QUHO,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
Y316,QUHO,Y316-QUHO,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
Y317,QUHO,Y317-QUHO,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Y318,QUHO,Y318-QUHO,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
Y319,QUHO,Y319-QUHO,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
Y320,QUHO,Y320-QUHO,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Y321,QUHO,Y321-QUHO,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
Y322,QUPE,Y322-QUPE,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
Y323,QUHO,Y323-QUHO,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Y324,QUHO,Y324-QUHO,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Y325,QUHO,Y325-QUHO,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Y326,QUHO,Y326-QUHO,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Y327,QUHO,Y327-QUHO,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Y328,QUHO,Y328-QUHO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Y329,QUHO,Y329-QUHO,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Y330,QUHO,Y330-QUHO,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Y331,QUHO,Y331-QUHO,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Y332,QUPE,Y332-QUPE,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Y333,QUHO,Y333-QUHO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Y334,QUPE,Y334-QUPE,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
Y335,QUPE,Y335-QUPE,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
Y336,QUPE,Y336-QUPE,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Y337,QUPE,Y337-QUPE,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Y338,QUPE,Y338-QUPE,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Y339,QUPE,Y339-QUPE,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
