floy_id,pit_id,species,mussel_id
Y051,3D6.00188BD60A,QUPE,Y051-QUPE
Y052,3DD.003C00328D,QUHO,Y052-QUHO
Y053,3DD.003C00329B,QUPE,Y053-QUPE
Y054,3DD.003C0032BA,QUPE,Y054-QUPE
Y054,3DD.003C00D67E,QUPE,Y054-QUPE
Y055,3DD.003C0032B4,QUHO,Y055-QUHO
Y056,3DD.003C0032B1,QUPE,Y056-QUPE
Y057,3DD.003C0032C9,QUPE,Y057-QUPE
Y058,3DD.003C00326E,QUPE,Y058-QUPE
Y059,3DD.003C0032B0,QUHO,Y059-QUHO
Y060,3DD.003C0032A7,QUPE,Y060-QUPE
Y061,3DD.003C003290,QUPE,Y061-QUPE
Y061,3DD.003C00D6BC,QUPE,Y061-QUPE
Y062,3DD.003C0032AE,QUPE,Y062-QUPE
Y063,3DD.003C00327B,QUPE,Y063-QUPE
Y064,3DD.003C0032C3,QUPE,Y064-QUPE
Y065,3DD.003C0032C8,QUPE,Y065-QUPE
Y066,3DD.003C0032C4,QUPE,Y066-QUPE
Y066,3D6.00188BD63B,QUPE,Y066-QUPE
Y067,3DD.003C0032A5,QUPE,Y067-QUPE
Y068,3D6.001879B7D5,QUPE,Y068-QUPE
Y069,3DD.003C003294,QUPE,Y069-QUPE
Y070,3DD.003C00326F,QUPE,Y070-QUPE
Y071,3DD.003C0032C2,QUPE,Y071-QUPE
Y072,3DD.003C00329C,QUHO,Y072-QUHO
Y073,3DD.003C003278,QUPE,Y073-QUPE
Y074,3D6.001879B812,TRMA,Y074-TRMA
Y075,3D6.001879B7ED,TRMA,Y075-TRMA
Y085,3D6.00188BD615,QUHO,Y085-QUHO
Y100Y110,3DD.003D2D2DEB,QUHO,Y100Y110-QUHO
Y101Y102,3DD.003D2D2DE2,QUHO,Y101Y102-QUHO
Y168Y188,3DD.003D2D2DBC,QUHO,Y168Y188-QUHO
Y189Y197,3DD.003D2D2DF8,QUHO,Y189Y197-QUHO
Y198,3D6.001879B7D1,TRMA,Y198-TRMA
Y198Y199,3DD.003D2D2DED,QUHO,Y198Y199-QUHO
Y295,3D6.001879B7CC,TRMA,Y295-TRMA
Y296,3D6.001879B7F9,TRMA,Y296-TRMA
Y297,3D6.001879B7F8,TRMA,Y297-TRMA
Y299,3DD.003C0032C6,QUHO,Y299-QUHO
Y300,3DD.003C00329A,QUHO,Y300-QUHO
Y301,3DD.003C0032CC,QUHO,Y301-QUHO
Y302,3DD.003C003296,QUHO,Y302-QUHO
Y303,3DD.003C0032C0,QUHO,Y303-QUHO
Y304,3DD.003C00329E,QUHO,Y304-QUHO
Y305,3DD.003C0032A6,QUHO,Y305-QUHO
Y306,3DD.003C00327D,QUHO,Y306-QUHO
Y307,3DD.003C00329F,QUHO,Y307-QUHO
Y307,3D6.1D59306432,QUHO,Y307-QUHO
Y308,3DD.003C0032BB,QUHO,Y308-QUHO
Y309,3DD.003C003292,QUHO,Y309-QUHO
Y310,3DD.003C0032BC,QUHO,Y310-QUHO
Y311,3DD.003C00326D,QUHO,Y311-QUHO
Y312,3DD.003C0032C5,QUHO,Y312-QUHO
Y313,3DD.003C0032B6,QUHO,Y313-QUHO
Y314,3DD.003C003285,QUHO,Y314-QUHO
Y315,3DD.003C003286,QUHO,Y315-QUHO
Y316,3DD.003C00327A,QUHO,Y316-QUHO
Y317,3DD.003C00326A,QUHO,Y317-QUHO
Y318,3DD.003C003293,QUHO,Y318-QUHO
Y318,3D6.00188BD5FF,QUHO,Y318-QUHO
Y319,3DD.003C003288,QUHO,Y319-QUHO
Y320,3DD.003C003275,QUHO,Y320-QUHO
Y321,3DD.003C003279,QUHO,Y321-QUHO
Y321,3D6.1D593063DF,QUHO,Y321-QUHO
Y322,3D6.001879B7EC,QUPE,Y322-QUPE
Y322,3D6.1D59306419,QUPE,Y322-QUPE
Y323,3DD.003C003289,QUHO,Y323-QUHO
Y323,3D6.1D593063EF,QUHO,Y323-QUHO
Y324,3D6.001879B7DD,QUHO,Y324-QUHO
Y325,3D6.001879B7DF,QUHO,Y325-QUHO
Y326,3D6.001879B82B,QUHO,Y326-QUHO
Y327,3D6.001879B7E3,QUHO,Y327-QUHO
Y328,3D6.001879B810,QUHO,Y328-QUHO
Y329,3D6.001879B7CD,QUHO,Y329-QUHO
Y330,3D6.001879B7E4,QUHO,Y330-QUHO
Y331,3D6.001879B813,QUHO,Y331-QUHO
Y332,3D6.001879B809,QUPE,Y332-QUPE
Y332,3DD.003C0230EF,QUPE,Y332-QUPE
Y333,3D6.001879B7E1,QUHO,Y333-QUHO
Y334,3D6.001879B81F,QUPE,Y334-QUPE
Y334,3D6.00188BD640,QUPE,Y334-QUPE
Y335,3D6.001879B829,QUPE,Y335-QUPE
Y335,3D6.00188BD60F,QUPE,Y335-QUPE
Y336,3D6.001879B82D,QUPE,Y336-QUPE
Y337,3D6.001879B7E5,QUPE,Y337-QUPE
Y338,3D6.001879B821,QUPE,Y338-QUPE
Y338,3DD.003C00D6AF,QUPE,Y338-QUPE
Y339,3D6.001879B7FA,QUPE,Y339-QUPE
Y340,3D6.001879B820,QUPE,Y340-QUPE
Y340,3D6.1D59306418,QUPE,Y340-QUPE
Y341,3D6.001879B7DC,QUPE,Y341-QUPE
Y342,3D6.001879B826,QUPE,Y342-QUPE
Y343,3D6.001879B7F7,QUPE,Y343-QUPE
Y343,3D6.1D5930643C,QUPE,Y343-QUPE
Y344,3D6.001879B7D4,QUPE,Y344-QUPE
Y345,3D6.001879B7E6,QUPE,Y345-QUPE
Y346,3D6.001879B803,QUPE,Y346-QUPE
Y347,3D6.001879B81A,QUPE,Y347-QUPE
Y348,3D6.001879B80D,QUPE,Y348-QUPE
Y348,3DD.003C023119,QUPE,Y348-QUPE
Y349,3D6.001879B82A,QUPE,Y349-QUPE
Y350,3D6.001879B7D0,QUHO,Y350-QUHO
Y351,3D6.001879B7FB,QUHO,Y351-QUHO
Y352,3D6.001879B7EF,QUHO,Y352-QUHO
Y353,3D6.001879B819,QUHO,Y353-QUHO
Y354,3D6.001879B7E7,QUHO,Y354-QUHO
Y355,3D6.001879B7F3,QUHO,Y355-QUHO
Y356,3D6.001879B7EA,QUHO,Y356-QUHO
Y357,3D6.001879B7FF,QUHO,Y357-QUHO
Y357,3D6.1D59306402,QUHO,Y357-QUHO
Y358,3D6.001879B814,QUHO,Y358-QUHO
Y358,3DD.003C00D6A0,QUHO,Y358-QUHO
Y359,3D6.001879B804,QUHO,Y359-QUHO
Y360,3D6.001879B822,QUHO,Y360-QUHO
Y361,3D6.001879B805,QUHO,Y361-QUHO
Y362,3D6.001879B7E9,QUHO,Y362-QUHO
Y363,3D6.001879B7D3,QUHO,Y363-QUHO
Y364,3D6.001879B82C,QUHO,Y364-QUHO
Y365,3D6.001879B811,QUPE,Y365-QUPE
Y366,3D6.001879B7E0,QUPE,Y366-QUPE
Y367,3D6.001879B7F5,QUPE,Y367-QUPE
Y368,3D6.001879B80A,QUPE,Y368-QUPE
Y369,3D6.001879B7D6,QUPE,Y369-QUPE
Y370,3D6.001879B7DB,QUPE,Y370-QUPE
Y371,3D6.001879B824,QUPE,Y371-QUPE
Y372,3D6.001879B7FC,QUPE,Y372-QUPE
Y372,3DD.003C07F83C,QUHO,Y372-QUHO
Y372,3DD.003C07F83C,QUPE,Y372-QUPE
Y373,3D6.001879B7FE,QUPE,Y373-QUPE
Y374,3D6.001879B7CF,QUPE,Y374-QUPE
Y375,3D6.001879B7E2,QUPE,Y375-QUPE
Y376,3D6.001879B818,QUPE,Y376-QUPE
Y377,3D6.001879B7DE,TRMA,Y377-TRMA
Y378,3D6.001879B816,TRMA,Y378-TRMA
Y379,3D6.001879B7F6,TRMA,Y379-TRMA
Y474Y475,,AMPL,Y474Y475-AMPL
Y474Y475,,AMPL,Y474Y475-AMPL
Y662,3DD.003C00D681,QUPE,Y662-QUPE
Y663,3DD.003C00D6B8,QUPE,Y663-QUPE
Y664,3DD.003C00D69A,QUPE,Y664-QUPE
Y665,3DD.003C00D688,QUPE,Y665-QUPE
Y666,3DD.003C00D6A4,QUPE,Y666-QUPE
Y667,3DD.003C00D6BE,QUPE,Y667-QUPE
Y668,3DD.003C00D6B9,QUPE,Y668-QUPE
Y669,3DD.003C00D68B,QUPE,Y669-QUPE
Y670,3D6.00188BD605,QUPE,Y670-QUPE
Y671,3DD.003C00D6CC,QUHO,Y671-QUHO
Y672,3DD.003C00D6A6,QUHO,Y672-QUHO
Y673,3DD.003C00D6E0,QUHO,Y673-QUHO
Y674,3DD.003C00D6A2,QUHO,Y674-QUHO
Y675,3DD.003C00D6D1,QUHO,Y675-QUHO
Y676,3D6.00188BD614,QUPE,Y676-QUPE
Y677,3DD.003C00D6C6,QUHO,Y677-QUHO
Y678,3DD.003C00D6BF,QUHO,Y678-QUHO
Y679,3DD.003C00D68E,QUHO,Y679-QUHO
Y680,3DD.003C00D6DC,QUHO,Y680-QUHO
Y681,3DD.003C00D692,QUHO,Y681-QUHO
Y682,3DD.003C00D6D7,QUHO,Y682-QUHO
Y683,3DD.003C00D6CE,QUHO,Y683-QUHO
Y684,3D6.00188BD637,QUHO,Y684-QUHO
Y685,3DD.003C00D6B2,QUHO,Y685-QUHO
Y686,3DD.003C00D6BD,QUHO,Y686-QUHO
Y686,3DD.003C023100,QUHO,Y686-QUHO
Y687,3DD.003C00D6B1,QUHO,Y687-QUHO
Y688,3DD.003C00D6B0,QUHO,Y688-QUHO
Y689,3DD.003C00D6C9,QUHO,Y689-QUHO
Y690,3DD.003C00D6C4,QUHO,Y690-QUHO
Y691,3DD.003C00D6B7,QUHO,Y691-QUHO
Y692,3DD.003C00D6C3,QUHO,Y692-QUHO
Y693,3DD.003C00D6A8,QUHO,Y693-QUHO
Y694,3DD.003C00D6A5,QUHO,Y694-QUHO
Y695,3DD.003C00D6D6,QUHO,Y695-QUHO
Y696,3DD.003C00D6BA,QUHO,Y696-QUHO
Y697,3DD.003C00D6D3,QUHO,Y697-QUHO
Y701,,QUPE,Y701-QUPE
Y702,3DD.003C00D695,QUHO,Y702-QUHO
Y702,3D6.1D59306410,QUHO,Y702-QUHO
Y703,3DD.003C00D6C1,QUPE,Y703-QUPE
Y704,3DD.003C00D6AD,QUPE,Y704-QUPE
Y705,3DD.003C00D686,QUPE,Y705-QUPE
Y706,3D6.00188BD63E,QUPE,Y706-QUPE
Y707,3D6.00188BD62A,QUHO,Y707-QUHO
Y708,3D6.00188BD631,QUHO,Y708-QUHO
Y709,3D6.00188BD61A,QUHO,Y709-QUHO
Y725,3D6.00188BD5DD,QUHO,Y725-QUHO
Y726,3D6.00188BD626,QUHO,Y726-QUHO
Y727,3D6.00188BD5FA,QUHO,Y727-QUHO
Y728,3D6.00188BD5F3,QUHO,Y728-QUHO
Y736,3D6.001879B7FE,QUPE,Y736-QUPE
Y737,3D6.00188BD623,QUHO,Y737-QUHO
Y738,3D6.00188BD629,QUHO,Y738-QUHO
Y739,3D6.00188BD624,QUHO,Y739-QUHO
Y739,3DD.003C0230EC,QUHO,Y739-QUHO
Y740,3D6.00188BD5ED,QUHO,Y740-QUHO
Y741,3D6.00188BD62C,QUHO,Y741-QUHO
Y741,3D6.1D59306407,QUHO,Y741-QUHO
Y742,3D6.00188BD5F5,QUHO,Y742-QUHO
Y746,3D6.00188BD630,QUHO,Y746-QUHO
Y750,3D6.00188BD62D,QUHO,Y750-QUHO
Y751,3D6.00188BD636,QUHO,Y751-QUHO
Y752,3D6.00188BD618,QUHO,Y752-QUHO
Y753,3D6.00188BD5F4,QUHO,Y753-QUHO
Y754,3D6.00188BD5E9,QUHO,Y754-QUHO
Y755,3D6.00188BD63F,QUHO,Y755-QUHO
Y756,3D6.00188BD638,QUPE,Y756-QUPE
Y757,3D6.00188BD601,QUHO,Y757-QUHO
Y765,3D6.00188BD622,QUPE,Y765-QUPE
Y766,3D6.00188BD639,TRMA,Y766-TRMA
Y767,3D6.00188BD628,QUHO,Y767-QUHO
Y768,3D6.00188BD610,QUHO,Y768-QUHO
Y769,3D6.00188BD612,QUHO,Y769-QUHO
Y770,3D6.00188BD633,QUHO,Y770-QUHO
Y771,3D6.00188BD625,QUHO,Y771-QUHO
Y772,3D6.00188BD62B,QUHO,Y772-QUHO
Y773,3D6.00188BD5FB,QUHO,Y773-QUHO
Y774,3D6.00188BD5E3,QUHO,Y774-QUHO
Y775,3D6.00188BD5DE,QUPE,Y775-QUPE
Y776,3D6.00188BD63D,QUHO,Y776-QUHO
Y777,3D6.00188BD63C,QUHO,Y777-QUHO
Y777,3D6.1D593063E5,QUHO,Y777-QUHO
Y778,3D6.00188BD5F7,QUHO,Y778-QUHO
Y779,3D6.00188BD613,QUHO,Y779-QUHO
Y781,3D6.00188BD602,QUPE,Y781-QUPE
Y782,3D6.00188BD5E2,QUHO,Y782-QUHO
Y783,3D6.00188BD621,QUHO,Y783-QUHO
Y786,3D6.00188BD627,QUPE,Y786-QUPE
Y787,3D6.00188BD61D,QUHO,Y787-QUHO
Y788,3D6.00188BD60C,QUHO,Y788-QUHO
Y789,3D6.00188BD5EB,QUHO,Y789-QUHO
Y790,3D6.00188BD5F8,QUHO,Y790-QUHO
Y800,3DD.003C00D6BB,QUPE,Y800-QUPE
Y801,3DD.003C00D6B4,TRMA,Y801-TRMA
Y802,3DD.003C00D6A7,TRMA,Y802-TRMA
Y803,3DD.003C00D6CD,QUHO,Y803-QUHO
Y804,3DD.003C00D68C,QUHO,Y804-QUHO
Y805,3DD.003C00D6DE,QUPE,Y805-QUPE
Y806,3DD.003C00D6C0,QUHO,Y806-QUHO
Y807,3DD.003C00D6D0,QUHO,Y807-QUHO
Y808,3DD.003C00D6DD,QUHO,Y808-QUHO
Y809,3DD.003C00D698,QUHO,Y809-QUHO
Y810,3D6.00188BD60E,QUHO,Y810-QUHO
Y811,3DD.003C00D6CB,QUHO,Y811-QUHO
Y812,3DD.003C00D664,QUHO,Y812-QUHO
Y813,3DD.003C00D680,QUPE,Y813-QUPE
Y814,3DD.003C00D6DB,QUHO,Y814-QUHO
Y815,3DD.003C00D67F,QUHO,Y815-QUHO
Y816,3DD.003C00D6A1,QUHO,Y816-QUHO
Y817,3DD.003C00D67D,QUHO,Y817-QUHO
Y818,3DD.003C00D6C2,QUPE,Y818-QUPE
Y819,3DD.003C00D696,QUHO,Y819-QUHO
Y820,3DD.003C00D682,QUHO,Y820-QUHO
Y821,3DD.003C00D697,,Y821-
Y822,3DD.003C00D6CF,QUHO,Y822-QUHO
Y823,3DD.003C00D69E,QUHO,Y823-QUHO
Y824,3DD.003C00D6AB,QUHO,Y824-QUHO
Y825,3DD.003C00D6C7,QUHO,Y825-QUHO
Y826,3DD.003C00D684,QUHO,Y826-QUHO
Y827,3DD.003C00D689,QUHO,Y827-QUHO
Y828,3DD.003C00D6A9,QUHO,Y828-QUHO
Y829,3DD.003C00D690,QUHO,Y829-QUHO
Y830,3DD.003C00D691,QUHO,Y830-QUHO
Y831,3DD.003C00D69F,QUHO,Y831-QUHO
Y832,3DD.003C00D6AC,QUHO,Y832-QUHO
Y833,3DD.003C00D683,QUHO,Y833-QUHO
Y834,3DD.003C00D6D4,QUHO,Y834-QUHO
Y835,3DD.003C00D6B5,QUHO,Y835-QUHO
Y835,3D6.1D593063F4,QUHO,Y835-QUHO
Y835,3D6.1D593063FA,QUHO,Y835-QUHO
Y835,3D6.1D59584EBA,QUHO,Y835-QUHO
Y836,3DD.003C00D6B3,QUHO,Y836-QUHO
Y837,3DD.003C00D6D9,QUHO,Y837-QUHO
Y838,3DD.003C00D699,QUHO,Y838-QUHO
Y839,3DD.003C00D6A3,QUHO,Y839-QUHO
Y840,3DD.003C00D6B6,QUHO,Y840-QUHO
Y857,3DD.003C00D685,QUPE,Y857-QUPE
Y858,3DD.003C00D6D5,QUHO,Y858-QUHO
Y859,3DD.003C00D6DA,QUHO,Y859-QUHO
Y860,3DD.003C00D6CA,QUHO,Y860-QUHO
Y861,3D6.00188BD617,QUHO,Y861-QUHO
Y862,3D6.00188BD62E,QUHO,Y862-QUHO
Y864,3D6.00188BD5FE,QUPE,Y864-QUPE
Y865,3D6.00188BD608,TRMA,Y865-TRMA
Y866,3D6.00188BD620,QUPE,Y866-QUPE
Y866,3DD.003C023101,QUPE,Y866-QUPE
Y868,3D6.00188BD5F6,QUHO,Y868-QUHO
Y869,3D6.00188BD5E5,QUHO,Y869-QUHO
Y869,3D6.1D593063FC,QUHO,Y869-QUHO
Y870,3DD.003C00D6AA,QUHO,Y870-QUHO
Y872,3D6.00188BD5E0,QUHO,Y872-QUHO
Y874,3D6.00188BD600,QUPE,Y874-QUPE
Y876,3D6.00188BD619,TRMA,Y876-TRMA
Y878,3D6.00188BD634,TRMA,Y878-TRMA
Y879,3D6.00188BD61B,QUPE,Y879-QUPE
Y879,3D6.1D5930640A,QUPE,Y879-QUPE
Y887,3DD.003C00D6D8,QUPE,Y887-QUPE
Y888,3D6.00188BD606,QUHO,Y888-QUHO
Y888,3DD.003C07F866,QUHO,Y888-QUHO
Y889,3D6.00188BD5FD,QUHO,Y889-QUHO
Y890,3D6.00188BD635,QUHO,Y890-QUHO
Y891,3D6.00188BD5E7,QUHO,Y891-QUHO
Y892,3D6.00188BD5EC,QUHO,Y892-QUHO
Y893,3D6.00188BD60D,QUHO,Y893-QUHO
Y894,3D6.00188BD609,QUHO,Y894-QUHO
Y895,3D6.00188BD616,QUPE,Y895-QUPE
Y897,3D6.00188BD607,QUHO,Y897-QUHO
Y898,3D6.00188BD5E6,QUHO,Y898-QUHO
Y899,3D6.00188BD5EA,QUHO,Y899-QUHO
Y913Y922,,AMPL,Y913Y922-AMPL
Y921,3D6.1D59306404,QUPE,Y921-QUPE
Y992,3DD.003C00D6D2,QUPE,Y992-QUPE
Y993,3DD.003C00D68D,QUPE,Y993-QUPE
Y994,3DD.003C00D69B,QUPE,Y994-QUPE
Y995,3DD.003C00D69D,QUPE,Y995-QUPE
Y996,3DD.003C00D693,QUPE,Y996-QUPE
Y997,3DD.003C00D6DF,QUPE,Y997-QUPE
Y998,3DD.003C00D6C5,QUPE,Y998-QUPE
Y999,3DD.003C00D687,QUPE,Y999-QUPE
Z,,AMPL,Z-AMPL
